,sensor,agg,axis,feature_name,fi_all,fi_dynamic,fi_standing,fi_sitting,fi_laying,fi_walking,fi_walking_up,fi_walking_down
25,tBodyAcc,arCoeff(),"X,1","tBodyAcc-arCoeff()-X,1",0.000484158817115599,0.0,0.0003230398790293954,0.0002762197681713212,0.0009835244549701297,0.00014376587151893345,0.0003503072545052338,0.00014146048820658252
26,tBodyAcc,arCoeff(),"X,2","tBodyAcc-arCoeff()-X,2",0.00019173563115591188,0.0,0.00025179569430051283,0.0002494656536752339,0.00019504796031956473,0.0001720605381561005,0.00036097936869822726,0.0003799112210663578
27,tBodyAcc,arCoeff(),"X,3","tBodyAcc-arCoeff()-X,3",6.756824536704766e-05,0.0,0.00041941374164668053,0.00019329345854977195,2.8271412617315712e-05,0.0002261403080240012,0.00028195585193013144,0.00014346886844123942
28,tBodyAcc,arCoeff(),"X,4","tBodyAcc-arCoeff()-X,4",0.00022549999908038306,0.0,0.0003506898276903788,0.0003043826445259617,0.00016690182484306273,0.00033577206739506313,9.246474656194596e-05,0.00041724630284973343
29,tBodyAcc,arCoeff(),"Y,1","tBodyAcc-arCoeff()-Y,1",0.00025642288217977874,0.0,0.0001757171225465721,0.00018736279546721483,0.00024519643704864997,0.00014766776796235,8.085049620254489e-05,0.00013598767594016653
30,tBodyAcc,arCoeff(),"Y,2","tBodyAcc-arCoeff()-Y,2",0.00024173284514918488,0.0,0.00017141050100473267,0.00047270788499842903,5.273187409413697e-05,9.847225191750376e-05,1.9409177576646943e-05,0.00019886125564222884
31,tBodyAcc,arCoeff(),"Y,3","tBodyAcc-arCoeff()-Y,3",0.0001129608942143863,0.0,0.00020839030249431847,0.0005077729536145354,0.0,8.326684857417759e-05,0.00016068707357704839,0.00016800778709315063
32,tBodyAcc,arCoeff(),"Y,4","tBodyAcc-arCoeff()-Y,4",0.00022162572150039833,0.0,0.0006528137776632818,0.0003062188174409031,0.0,7.121518576994075e-05,0.0001309899345293465,0.00027929124195672764
33,tBodyAcc,arCoeff(),"Z,1","tBodyAcc-arCoeff()-Z,1",0.00017490410854082203,0.0,6.507034426945578e-05,0.000288642974970675,3.172421069298809e-05,3.5444364106541434e-05,9.87294017735135e-05,4.2495697387291204e-05
34,tBodyAcc,arCoeff(),"Z,2","tBodyAcc-arCoeff()-Z,2",0.00014781127373700583,0.0,0.00021163617306464868,0.000293857838740111,6.738447779912607e-05,0.00018642018875040186,0.00011800000952805832,0.0002668683539196689
35,tBodyAcc,arCoeff(),"Z,3","tBodyAcc-arCoeff()-Z,3",0.00024702691561522125,0.0,0.00022737238000816186,0.00036654576460466124,0.0,0.00014441639276928055,0.00014071754133749393,0.00014244627280365124
36,tBodyAcc,arCoeff(),"Z,4","tBodyAcc-arCoeff()-Z,4",0.0003321496625303223,0.0,0.0009384690768011718,0.000563428078477294,1.045332138668032e-05,0.00015005355812062985,0.0003869426290611932,0.00023018975509354813
